,Unnamed: 0,textID,text,selected_text,sentiment,kfold
1073,1073,6c2e853e4c,??????? #bash ?? ??????? ????????? ????,#bash,neutral,0
1074,1074,ac884e436b, I'm not giving up http://bit.ly/SnjEn,I'm not giving up,positive,0
1075,1075,66553340b5,off to friendss for theree birthdayy.  X,off to friendss,neutral,0
1076,1076,2094697870,Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,I really missed this,negative,0
1077,1077,9dda22ab22,Working on several book projects that are due to be released within the next few months.  I need an extra pair of hands!  It's all good...,l good,positive,0
1078,1078,26b6bc7268, I hear U. I can barley keep up with the followers I currently have. Its tuff on a mobile device.,. Its tuff,negative,0
1079,1079,fb0e1b0b5d, Philly hasn't played it yet!!!  You have to do something about that!! Please,! Please,positive,0
1080,1080,82b1b58932,"..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ...","..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ...",neutral,0
1081,1081,5f9b6eb560," man those people are hard to reach, I've been stalking H.R.",hard,negative,0
1082,1082,22a87f2ca8,"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp","sI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp",neutral,0
1083,1083,07aabdc5dc,John making me wear a mask and gloves at work cause I'm sick. Says he doesn't want to catch swine flu.  http://yfrog.com/02mxjj,cause I'm sick.,negative,0
1084,1084,1559c3c50f,Hates moving,Hates,negative,0
1085,1085,416ccec4cc, kwl... nm this msn nd homework... but i went 2 c hanna montana hte movie yesterday **** happy mayday btw ****,happy mayday,positive,0
1086,1086,f397ab55be, Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! ****,Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time!,neutral,0
1087,1087,d0bf2cb10f, aww lovely pic,lovely,positive,0
1088,1088,6239805511,Omg i'm so sad. I jus took in that gossip girl is done,sad.,negative,0
1089,1089,791899e5b8,look how   choke on this **** talks to me,look how   choke on this **** talks to me,neutral,0
1090,1090,c802e85df9,jen! we havent talked in like 3 days!,we havent talked in like 3 days!,negative,0
1091,1091,94bf29f7f1,"I'm in tantra, anyone from kirki will know how sad this is, I'm drowning my sorrows ;)","I'm in tantra, anyone from kirki will know how sad this is, I'm drowning my sorrows ;)",neutral,0
1092,1092,66d96c11db,() My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,My chick wont shut up,negative,0
1093,1093,f97abc4cba,"So it's rainy in Georgia, what do I do? Wear bright colors and hope the sun comes out!  (I'm doubtful that this is going to work)",doubtful,negative,0
1094,1094,8c96caddab, safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one,it is an awesome time,positive,0
1095,1095,c0d5b45663, Joined you on facebook!,Joined you on facebook!,neutral,0
1096,1096,581a32fdf6," Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though.","Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though.",neutral,0
1097,1097,b759269005,"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he's not fake.","I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he's not fake.",positive,0
1098,1098,833944785c, **** IT! I want to see that movie sooo bad.  Don't tell me anything. hehe.,**** IT! I want to see that movie sooo bad.  Don't tell me anything. hehe.,neutral,0
1099,1099,b6129f53ba,running errands with geeta... feeling like i have the plague,running errands with geeta... feeling like i have the plague,negative,0
1100,1100,301547e510, are you making fun of the  call-in guy?,fun,positive,0
1101,1101,892d6de8e4,wants everyone to know he's off to watch Cypher... again,wants everyone to know he's off to watch Cypher... again,neutral,0
1102,1102,ec54adf4e2," no, stay and play!!!","no, stay and play!!!",neutral,0
1103,1103,0c493b7549,http://twitpic.com/4wegx -  Lol.. sorry. Too **** funny!,sorry. Too **** funny!,neutral,0
1104,1104,7285878e72,is sad yo hear about Ashleycat,is sad yo,negative,0
1105,1105,a66b9ab04c,wearing spidey boxers,wearing spidey boxers,neutral,0
1106,1106,f8b32c4484, wish you we're coming to Perth,wish you we're coming to Perth,neutral,0
1107,1107,b442a0a793, I expected it to be warm as usual and now I'm stuck wearing a sun dress on a cold day,I'm stuck wearing a sun dress,negative,0
1108,1108,37657102a8,"ok, i am finally starting to hit a draw, but now my short game has gone to ****!",****!,negative,0
1109,1109,8ea8d240e3,Paid bills. We get water and electricity for another month  Woot.,Paid bills. We get water and electricity for another month  Woot.,neutral,0
1110,1110,5ba6a11aa7,_prototype09 no where I'm working for a bit up here,_prototype09 no where I'm working for a bit up here,neutral,0
1111,1111,24e37fce8c,happy mothers day to all you mums out there,happy,negative,0
1112,1112,3c50ececed,why does my life suck?,why does my life suck?,negative,0
1113,1113,22c9ad1943, yeah I can imagine!  Not nice   How much longer is your shift?,Not nice,negative,0
1114,1114,a0bb7baf1e, I SLEPT THROUGH MY ALARMS  woke up at 6 instead of 4  i feel like a complete tool,4  i feel like a complete too,positive,0
1115,1115,9f7ac3dbec, Well I live in Ohio  but here's our California parks: http://tinyurl.com/nmr7pc,Well I live in Ohio  but here's our California parks: http://tinyurl.com/nmr7pc,neutral,0
1116,1116,c7ba1b3f17,  Your such a riot!!    You go girl!!,a riot,negative,0
1117,1117,56d8b56feb,"Everyone going to the hometown show is excited they get to go on Thames Street. I'M GONNA SEE THE ORIGINAL THAMES RIVER, ****. ohhhh.",****. ohhhh.,negative,0
1118,1118,3a00255dba,my twitter looks funny  someone help!,my twitter looks funny  someone help!,negative,0
1119,1119,f94af8cb85,This is a much better tool than some I have come across http://www.tweepular.com - Twitter Karma on Steroids,This is a much better tool,positive,0
1120,1120,a1d7825499,sittin at home watchin monster in-law waitin for pizza.. yum yum,yum,positive,0
1121,1121,6a1e5568e8,im away from the comp....  ill be back later,im away from the comp....  ill be back later,neutral,0
1122,1122,7b4446cd34,and we're off  to OT !! exciting game like always,exciting,positive,0
1123,1123,9cb52b2dd1,HAPPY MOTHER'S DAY!,HAPPY MOTHER'S DAY!,positive,0
1124,1124,160666a35d,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents",accidents,negative,0
1125,1125,43c5bf4282,"Our jazz band freakin' KICKED ****!! Good job, team!","Good job, team!",positive,0
1126,1126,61ddef5828, hello hello hello  what u up to tonight??,hello hello hello  what u up to tonight??,neutral,0
1127,1127,7375cfdd5b, read your status update &amp; just wanted 2 b sure I was on your follow list  Hope u r having a wondefl wkend Michael~blessings,l~blessings,positive,0
1128,1128,dd84a68427,Going into liverpool soon,Going into liverpool soon,neutral,0
1129,1129,84724bdeec," Its because I put radio 4 on by mistake..I'll have a cup of tea and a shower, then I'm sure all will fine and dandy, thanks","I'm sure all will fine and dandy, thanks",positive,0
1130,1130,848db26d65,Ready to go home  2 more hrs of wrk,Ready to go home  2 more hrs of wrk,neutral,0
1131,1131,271bfb89c2,ticked off cause i can't go see &quot;drag me to hell&quot; with melissa and amber. staying home on a friday night is NOT my thing.,ticked off cause i can't go see &quot;drag me to hell&quot; with melissa and amber. staying home on a friday night is NOT my thing.,neutral,0
1132,1132,ced528f7dc, http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother's day to you Lexus.  I hopw it's a nice one for you.,Happy mother's day to you Lexus.  I hopw it's a nice one for you.,positive,0
1133,1133,c2dace0f43," sorry I can't help it, hopefully it rubs off on you.","sorry I can't help it, hopefully it rubs off on you.",neutral,0
1134,1134,a59829e6b2, no need to thank  we all just have to keep the good thought!,no need to thank  we all just have to keep the good thought!,neutral,0
1135,1135,cb5a5e58be," Hehe, you're an expert now eh?",n expert,positive,0
1136,1136,8ffe59dc4e, Well best of luck,Well best of luck,positive,0
1137,1137,0483ab8b73,"OK dear tweeps, goodnight! I need 2 get up early 2 say Happy Mothers Day 2 wife n mom",goodnight!,positive,0
1138,1138,4b0b800393, haha I just playing,haha I just playing,neutral,0
1139,1139,32968e6949,Time flies...and i never got it all right. Why oh why?,Time flies...and i never got it all right. Why oh why?,neutral,0
1140,1140,1c08943537,So Tired. It's not right to have to get up so early,Tired.,negative,0
1141,1141,127b2ac78c," I can't, I'm studying so I don't fail  Come over, I'll make u some tortellini or chicken or a chicken salad.","I can't, I'm studying so I don't fail  Come over, I'll make u some tortellini or chicken or a chicken salad.",neutral,0
1142,1142,ef72821542,Wohoo! Going to see Eddie Izzard in December!,Wohoo!,positive,0
1143,1143,4dc3019176, had to many weirdos on the other one,weirdos,negative,0
1144,1144,a445fe640d,First Day for research at Edmonton General,First Day for research at Edmonton General,neutral,0
1145,1145,220e40ba60,"STRESSED AS HELL (, but still surviving",STRESSED AS HELL,positive,0
1146,1146,ed8bb17f21, The Beatles? Those scousers with funny haircuts? More talent in The Banana Splits!,More talent,positive,0
1147,1147,a8536916e1," alison is great around miley love to meet her, when you see her can you tell her to give a shoutout to   #1 fan","alison is great around miley love to meet her,",positive,0
1148,1148,29dac23fcb, i can't figure out how to listen to it from the internet,i can't figure out,negative,0
1149,1149,aa31cc2003, so glad i'm not at uni anymore,glad,positive,0
1150,1150,353704b220,Luking for new background pic......,Luking for new background pic..,neutral,0
1151,1151,b6a7e120db,    hope all is ok.,hope all is ok,positive,0
1152,1152,d60596aed5, any chance of seeing you at a race in germany? unfortunately hardly any tv &amp; news coverage of cycling here anymore!,unfortunately,negative,0
1153,1153,2ed974138e,#Happy Stars Wars day....Me's a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise,Happy Stars Wars day....Me's a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise,neutral,0
1154,1154,54e7ed4016, i am sorry i don't like girls ~that way,sorry,negative,0
1155,1155,3d4d752c67,watching the games and making some popcornss!,watching the games and making some popcornss!,neutral,0
1156,1156,9f42242938," thankyou sugaaar  btw I'll leave this town on 7, really hope could see you next time ya ra. Skrg sempit bgt sih waktunya ya",thankyou,positive,0
1157,1157,a73917f80c,you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) &amp; hand-make a card.. happy mothers day,happy,positive,0
1158,1158,f9c91c5edc, Esp with Twitter access! the party NEVER stops - even &quot;at nite&quot; cuz it's always daylight &quot;somewhere&quot; around the world!,Esp with Twitter access! the party NEVER stops - even &quot;at nite&quot; cuz it's always daylight &quot;somewhere&quot; around the world!,neutral,0
1159,1159,a6248bd052, wish you were sluttin it up w me  waaaaaaaaahhhh!!!,wish,positive,0
1160,1160,f15beecbd0, Bom apetite,Bom apetite,neutral,0
1161,1161,f60cc80060,i'm gonna miss eddy if we're half the country apart,i'm gonna miss eddy,negative,0
1162,1162,7672922e27,"Alright, I think it's time for bed...even though I'll probably surf the net for another hour before I go to sleep lol! Goodnight",Goodnight,positive,0
1163,1163,575d231452, LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,neutral,0
1164,1164,d13e2db603,"@_anh Hmm, tasty!  Going to have curry rice with peas probably. ;)",tasty!,positive,0
1165,1165,49f568ec8e,is getting ready for an awesome service!  - http://tweet.sg,awesome,positive,0
1166,1166,7f2caf1d49,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that'll never go away...",miss,negative,0
